,Unnamed: 0,name,coordinates,category,location,rating,review_count,state
678,678,Pizza Hut,"{'latitude': 30.76403, 'longitude': -94.41663}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1110 S Magnolia St', 'address2': '', 'address3': '', 'city': 'Woodville', 'zip_code': '75979', 'country': 'US', 'state': 'TX', 'display_address': ['1110 S Magnolia St', 'Woodville, TX 75979']}",3.5,2,TX
698,698,Burger Time,"{'latitude': 48.2191271, 'longitude': -101.296373}","[{'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '1520 S Broadway', 'address2': '', 'address3': '', 'city': 'Minot', 'zip_code': '58701', 'country': 'US', 'state': 'ND', 'display_address': ['1520 S Broadway', 'Minot, ND 58701']}",3.5,26,ND
841,841,Hamburger King,"{'latitude': 35.3276, 'longitude': -96.91864}","[{'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '322 E Main St', 'address2': '', 'address3': '', 'city': 'Shawnee', 'zip_code': '74801', 'country': 'US', 'state': 'OK', 'display_address': ['322 E Main St', 'Shawnee, OK 74801']}",4.5,90,OK
888,888,Moe's Southwest Grill,"{'latitude': 38.4860989216165, 'longitude': -82.6497131030987}","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]","{'address1': '115 6th St', 'address2': '', 'address3': '', 'city': 'Ashland', 'zip_code': '41101', 'country': 'US', 'state': 'KY', 'display_address': ['115 6th St', 'Ashland, KY 41101']}",4.0,18,KY
891,891,Slim Chickens,"{'latitude': 38.483161, 'longitude': -82.65262}","[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '702 Carter Ave', 'address2': None, 'address3': '', 'city': 'Ashland', 'zip_code': '41101', 'country': 'US', 'state': 'KY', 'display_address': ['702 Carter Ave', 'Ashland, KY 41101']}",4.0,18,KY
892,892,Starbucks,"{'latitude': 38.480484, 'longitude': -82.643892}","[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1201 Winchester Ave', 'address2': None, 'address3': None, 'city': 'Ashland', 'zip_code': '41101', 'country': 'US', 'state': 'KY', 'display_address': ['1201 Winchester Ave', 'Ashland, KY 41101']}",3.5,23,KY
897,897,Panera Bread,"{'latitude': 38.484651, 'longitude': -82.65431}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]","{'address1': '500 Winchester Ave', 'address2': '', 'address3': '', 'city': 'Ashland', 'zip_code': '41101', 'country': 'US', 'state': 'KY', 'display_address': ['500 Winchester Ave', 'Ashland, KY 41101']}",3.5,16,KY
898,898,Chick-fil-A,"{'latitude': 38.4860519, 'longitude': -82.6613031}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '410 River Hill Dr', 'address2': None, 'address3': None, 'city': 'Ashland', 'zip_code': '41101', 'country': 'US', 'state': 'KY', 'display_address': ['410 River Hill Dr', 'Ashland, KY 41101']}",4.0,8,KY
956,956,Chick-fil-A,"{'latitude': 32.420683, 'longitude': -96.838901}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '996 W Highway 287 Byp', 'address2': None, 'address3': None, 'city': 'Waxahachie', 'zip_code': '75165', 'country': 'US', 'state': 'TX', 'display_address': ['996 W Highway 287 Byp', 'Waxahachie, TX 75165']}",4.0,56,TX
1032,1032,Chick-fil-A,"{'latitude': 38.213598, 'longitude': -85.59426}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '2350 Shane Dr', 'address2': '', 'address3': '', 'city': 'Louisville', 'zip_code': '40220', 'country': 'US', 'state': 'KY', 'display_address': ['2350 Shane Dr', 'Louisville, KY 40220']}",4.5,30,KY
1178,1178,A&W Restaurant,"{'latitude': 45.8309649, 'longitude': -88.0593694}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'address1': '200 Margaret St', 'address2': '', 'address3': '', 'city': 'Iron Mountain', 'zip_code': '49801', 'country': 'US', 'state': 'MI', 'display_address': ['200 Margaret St', 'Iron Mountain, MI 49801']}",4.0,6,MI
1236,1236,Quiznos,"{'latitude': 30.4118649, 'longitude': -90.041848}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]","{'address1': '1665 Dove Park Rd Ste 300', 'address2': 'Ste 300', 'address3': None, 'city': 'Mandeville', 'zip_code': '70471', 'country': 'US', 'state': 'LA', 'display_address': ['1665 Dove Park Rd Ste 300', 'Ste 300', 'Mandeville, LA 70471']}",4.5,11,LA
1326,1326,Lion's Choice,"{'latitude': 38.2105684, 'longitude': -91.1705202}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '721 W Springfield Rd', 'address2': None, 'address3': '', 'city': 'Sullivan', 'zip_code': '63080', 'country': 'US', 'state': 'MO', 'display_address': ['721 W Springfield Rd', 'Sullivan, MO 63080']}",4.0,11,MO
1336,1336,KFC,"{'latitude': 38.2223375371586, 'longitude': -91.1570579417162}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'address1': '336 E South Service Rd', 'address2': '', 'address3': '', 'city': 'Sullivan', 'zip_code': '63080', 'country': 'US', 'state': 'MO', 'display_address': ['336 E South Service Rd', 'Sullivan, MO 63080']}",3.5,4,MO
1338,1338,Starbucks,"{'latitude': 38.22400489, 'longitude': -91.15388822}","[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '797 Eagles Ct', 'address2': None, 'address3': None, 'city': 'Sullivan', 'zip_code': '63080', 'country': 'US', 'state': 'MO', 'display_address': ['797 Eagles Ct', 'Sullivan, MO 63080']}",5.0,1,MO
1339,1339,Pizza Hut,"{'latitude': 38.2173967293154, 'longitude': -91.1642451220902}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '100 S Outer Rd', 'address2': '', 'address3': '', 'city': 'Sullivan', 'zip_code': '63080', 'country': 'US', 'state': 'MO', 'display_address': ['100 S Outer Rd', 'Sullivan, MO 63080']}",3.5,5,MO
1359,1359,Five Guys,"{'latitude': 35.2061848, 'longitude': -89.8420381}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '6600 Stage Rd', 'address2': 'Ste 137', 'address3': '', 'city': 'Bartlett', 'zip_code': '38134', 'country': 'US', 'state': 'TN', 'display_address': ['6600 Stage Rd', 'Ste 137', 'Bartlett, TN 38134']}",4.0,59,TN
1469,1469,Domino's Pizza,"{'latitude': 34.929931, 'longitude': -78.856304}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '5100 NC Highway 87 S', 'address2': 'Ste 102', 'address3': None, 'city': 'Fayetteville', 'zip_code': '28306', 'country': 'US', 'state': 'NC', 'display_address': ['5100 NC Highway 87 S', 'Ste 102', 'Fayetteville, NC 28306']}",3.5,6,NC
1471,1471,Waffle House,"{'latitude': 35.005432, 'longitude': -78.815735}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]","{'address1': '2124 Cedar Creek Rd', 'address2': '', 'address3': '', 'city': 'Fayetteville', 'zip_code': '28312', 'country': 'US', 'state': 'NC', 'display_address': ['2124 Cedar Creek Rd', 'Fayetteville, NC 28312']}",3.5,29,NC
1478,1478,McDonald's,"{'latitude': 34.9292908471282, 'longitude': -78.8553397357464}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '5090 Nc Highway 87 S', 'address2': None, 'address3': None, 'city': 'Fayetteville', 'zip_code': '28306', 'country': 'US', 'state': 'NC', 'display_address': ['5090 Nc Highway 87 S', 'Fayetteville, NC 28306']}",1.5,8,NC
1509,1509,McDonald's,"{'latitude': 34.893951, 'longitude': -84.946069}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '3898 Cleveland Hwy', 'address2': None, 'address3': None, 'city': 'Dalton', 'zip_code': '30721', 'country': 'US', 'state': 'GA', 'display_address': ['3898 Cleveland Hwy', 'Dalton, GA 30721']}",1.0,11,GA
1518,1518,Dairy Queen Grill & Chill,"{'latitude': 34.832581, 'longitude': -84.944127}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '2773 Cleveland Hwy', 'address2': None, 'address3': None, 'city': 'Dalton', 'zip_code': '30721', 'country': 'US', 'state': 'GA', 'display_address': ['2773 Cleveland Hwy', 'Dalton, GA 30721']}",2.0,5,GA
1519,1519,Domino's Pizza,"{'latitude': 34.82158, 'longitude': -84.94376}","[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '2518 Cleveland Hwy', 'address2': 'Ste 14', 'address3': None, 'city': 'Dalton', 'zip_code': '30721', 'country': 'US', 'state': 'GA', 'display_address': ['2518 Cleveland Hwy', 'Ste 14', 'Dalton, GA 30721']}",4.0,1,GA
1520,1520,Domino's Pizza,"{'latitude': 34.84387, 'longitude': -85.04745}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '3591 Chattanooga Rd', 'address2': '', 'address3': '', 'city': 'Tunnel Hill', 'zip_code': '30755', 'country': 'US', 'state': 'GA', 'display_address': ['3591 Chattanooga Rd', 'Tunnel Hill, GA 30755']}",3.0,1,GA
1555,1555,Costa Vida,"{'latitude': 41.486045213933, 'longitude': -112.031816611097}","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '894 W 1150th S', 'address2': 'Ste 108', 'address3': None, 'city': 'Brigham City', 'zip_code': '84302', 'country': 'US', 'state': 'UT', 'display_address': ['894 W 1150th S', 'Ste 108', 'Brigham City, UT 84302']}",3.0,31,UT
1560,1560,Taco Time,"{'latitude': 41.4935440408537, 'longitude': -112.016486219013}","[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '840 S Main St', 'address2': '', 'address3': '', 'city': 'Brigham City', 'zip_code': '84302', 'country': 'US', 'state': 'UT', 'display_address': ['840 S Main St', 'Brigham City, UT 84302']}",4.5,8,UT
1576,1576,Taco Time,"{'latitude': 41.4935440408537, 'longitude': -112.016486219013}","[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '840 S Main St', 'address2': '', 'address3': '', 'city': 'Brigham City', 'zip_code': '84302', 'country': 'US', 'state': 'UT', 'display_address': ['840 S Main St', 'Brigham City, UT 84302']}",4.5,8,UT
1580,1580,Costa Vida,"{'latitude': 41.486045213933, 'longitude': -112.031816611097}","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '894 W 1150th S', 'address2': 'Ste 108', 'address3': None, 'city': 'Brigham City', 'zip_code': '84302', 'country': 'US', 'state': 'UT', 'display_address': ['894 W 1150th S', 'Ste 108', 'Brigham City, UT 84302']}",3.0,31,UT
1595,1595,Costa Vida,"{'latitude': 41.486045213933, 'longitude': -112.031816611097}","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '894 W 1150th S', 'address2': 'Ste 108', 'address3': None, 'city': 'Brigham City', 'zip_code': '84302', 'country': 'US', 'state': 'UT', 'display_address': ['894 W 1150th S', 'Ste 108', 'Brigham City, UT 84302']}",3.0,31,UT
1600,1600,Taco Time,"{'latitude': 41.4935440408537, 'longitude': -112.016486219013}","[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '840 S Main St', 'address2': '', 'address3': '', 'city': 'Brigham City', 'zip_code': '84302', 'country': 'US', 'state': 'UT', 'display_address': ['840 S Main St', 'Brigham City, UT 84302']}",4.5,8,UT
1632,1632,Dairy Queen,"{'latitude': 36.3351783752441, 'longitude': -88.8539505004883}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '555 Elm St', 'address2': '', 'address3': '', 'city': 'Martin', 'zip_code': '38237', 'country': 'US', 'state': 'TN', 'display_address': ['555 Elm St', 'Martin, TN 38237']}",4.0,5,TN
1637,1637,Taco Bell,"{'latitude': 36.3492120914065, 'longitude': -88.8749197843123}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '849 University St', 'address2': '', 'address3': '', 'city': 'Martin', 'zip_code': '38237', 'country': 'US', 'state': 'TN', 'display_address': ['849 University St', 'Martin, TN 38237']}",2.0,4,TN
1638,1638,Wendy's,"{'latitude': 36.342744, 'longitude': -88.858548}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '308 University Street', 'address2': '', 'address3': '', 'city': 'Martin', 'zip_code': '38237', 'country': 'US', 'state': 'TN', 'display_address': ['308 University Street', 'Martin, TN 38237']}",3.0,4,TN
1700,1700,Famous Dave's,"{'latitude': 43.8642917385902, 'longitude': -91.2044479514129}","[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'address1': '3055 State Rd 16', 'address2': '', 'address3': '', 'city': 'La Crosse', 'zip_code': '54601', 'country': 'US', 'state': 'WI', 'display_address': ['3055 State Rd 16', 'La Crosse, WI 54601']}",4.0,34,WI
1719,1719,Culver's,"{'latitude': 44.680929, 'longitude': -90.16458}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '109 W Upham St', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['109 W Upham St', 'Marshfield, WI 54449']}",4.5,5,WI
1736,1736,Culver's,"{'latitude': 44.680929, 'longitude': -90.16458}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '109 W Upham St', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['109 W Upham St', 'Marshfield, WI 54449']}",4.5,5,WI
1796,1796,In-N-Out Burger,"{'latitude': 40.609784, 'longitude': -111.985882}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '7785 Jordan Landing Blvd', 'address2': '', 'address3': '', 'city': 'West Jordan', 'zip_code': '84084', 'country': 'US', 'state': 'UT', 'display_address': ['7785 Jordan Landing Blvd', 'West Jordan, UT 84084']}",4.0,80,UT
1813,1813,Little Caesars Pizza,"{'latitude': 33.4576208972745, 'longitude': -90.6383190836481}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '908 Hwy 82 E', 'address2': '', 'address3': None, 'city': 'Indianola', 'zip_code': '38751', 'country': 'US', 'state': 'MS', 'display_address': ['908 Hwy 82 E', 'Indianola, MS 38751']}",4.5,2,MS
1815,1815,KFC,"{'latitude': 33.4576598039985, 'longitude': -90.6368}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'address1': '1014 Highway 82', 'address2': '', 'address3': '', 'city': 'Indianola', 'zip_code': '38751', 'country': 'US', 'state': 'MS', 'display_address': ['1014 Highway 82', 'Indianola, MS 38751']}",3.5,3,MS
1817,1817,Sonic Drive-In,"{'latitude': 33.457556, 'longitude': -90.6421651022265}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '520 Hwy 82 E', 'address2': '', 'address3': '', 'city': 'Indianola', 'zip_code': '38749', 'country': 'US', 'state': 'MS', 'display_address': ['520 Hwy 82 E', 'Indianola, MS 38749']}",4.0,1,MS
1818,1818,Hardees,"{'latitude': 33.457197662231, 'longitude': -90.6313191496892}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1212 Hwy 82 E', 'address2': '', 'address3': None, 'city': 'Indianola', 'zip_code': '38751', 'country': 'US', 'state': 'MS', 'display_address': ['1212 Hwy 82 E', 'Indianola, MS 38751']}",3.0,2,MS
1819,1819,Wendy's,"{'latitude': 33.45786, 'longitude': -90.635139}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1104 Highway 82 East', 'address2': '', 'address3': '', 'city': 'Indianola', 'zip_code': '38751', 'country': 'US', 'state': 'MS', 'display_address': ['1104 Highway 82 East', 'Indianola, MS 38751']}",3.0,1,MS
1820,1820,Taco Bell,"{'latitude': 33.45771, 'longitude': -90.63679}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '1014 Highway 82', 'address2': None, 'address3': None, 'city': 'Indianola', 'zip_code': '38751', 'country': 'US', 'state': 'MS', 'display_address': ['1014 Highway 82', 'Indianola, MS 38751']}",3.0,1,MS
1871,1871,Chick-fil-A,"{'latitude': 37.1067243, 'longitude': -113.5551554}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '15 S River Rd Ste 500', 'address2': 'Ste 500', 'address3': '', 'city': 'Saint George', 'zip_code': '84790', 'country': 'US', 'state': 'UT', 'display_address': ['15 S River Rd Ste 500', 'Ste 500', 'Saint George, UT 84790']}",4.5,153,UT
1872,1872,Nielsen's Frozen Custard,"{'latitude': 37.1101699, 'longitude': -113.57377}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'address1': '445 E St George Blvd', 'address2': 'Ste 102', 'address3': '', 'city': 'Saint George', 'zip_code': '84770', 'country': 'US', 'state': 'UT', 'display_address': ['445 E St George Blvd', 'Ste 102', 'Saint George, UT 84770']}",4.0,176,UT
2010,2010,Chick-fil-A,"{'latitude': 39.2440895, 'longitude': -84.5944735}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '9496 Colerain Ave', 'address2': None, 'address3': None, 'city': 'Cincinnati', 'zip_code': '45251', 'country': 'US', 'state': 'OH', 'display_address': ['9496 Colerain Ave', 'Cincinnati, OH 45251']}",4.0,28,OH
2017,2017,Five Guys,"{'latitude': 39.2525225, 'longitude': -84.6017931}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '3659 Stone Creek Blvd', 'address2': '', 'address3': '', 'city': 'Cincinnati', 'zip_code': '45251', 'country': 'US', 'state': 'OH', 'display_address': ['3659 Stone Creek Blvd', 'Cincinnati, OH 45251']}",4.5,13,OH
2032,2032,Dewey's Pizza,"{'latitude': 39.202113, 'longitude': -84.380089}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'address1': '7767 Kenwood Rd', 'address2': '', 'address3': '', 'city': 'Cincinnati', 'zip_code': '45236', 'country': 'US', 'state': 'OH', 'display_address': ['7767 Kenwood Rd', 'Cincinnati, OH 45236']}",4.5,109,OH
2060,2060,In-N-Out Burger,"{'latitude': 29.730412, 'longitude': -98.078659}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '106 FM 306', 'address2': '', 'address3': None, 'city': 'New Braunfels', 'zip_code': '78130', 'country': 'US', 'state': 'TX', 'display_address': ['106 FM 306', 'New Braunfels, TX 78130']}",3.5,88,TX
